date,war_event,terrorism_event,cyber_attack_event,political_instability_event,news_severity,tanker_movements,shipping_delays,blocked_routes,vessel_congestion,country_sanctions,supplier_sanctions,export_restrictions,import_restrictions,crude_price,daily_change,volatility,news_severity_raw,tanker_movements_raw,shipping_delays_raw,vessel_congestion_raw,country_sanctions_raw,supplier_sanctions_raw,crude_price_raw,daily_change_raw,volatility_raw,Conflict Score,Shipping Delay Ratio,Sanction Exposure,Oil Price Change %,Risk Frequency,Historical Incident Count,risk_score,risk_level
2026-02-16,0,0,0,0,-1.2376642640431053,1.0934981665914703,-1.1815245176581135,0,-1.3144993406111727,-1.2312732503061836,-1.263470847431129,0,0,-1.2460083529862795,-1.2484003526433003,-1.4010824058313205,1.74,29,2,1.41,4,12,78.74,0.37,0.97,1.74,0.06896549346017466,16.0,0.4721193732143201,0.0,0,8,LOW
2026-02-17,0,0,0,0,-1.3606008683682211,0.8185771944754501,-1.1815245176581135,0,-1.262505596452119,-1.1428832108010734,-1.2031043473149738,0,0,-1.3293352858424226,-1.2933546169172223,-1.3462473095527392,1.32,27,2,1.57,5,13,76.77,0.15,1.15,1.32,0.07407404663924198,18.0,0.1957713135250178,0.0,0,31,LOW
2026-02-18,0,0,0,0,-1.3606008683682211,1.5058796247655006,-1.3064874491925518,0,-1.22675989734277,-1.2312732503061836,-1.3238373475472842,0,0,-1.192712954306716,-1.27905098737552,-1.3828040404051267,1.32,32,1,1.68,4,11,80.0,0.22,1.03,1.32,0.03124999023437805,15.0,0.2757583008575707,0.0,0,16,LOW
2026-02-19,0,0,0,0,-1.3342573102985535,1.6433401108235108,-1.1815245176581135,0,-1.243007942392474,-1.4080533293164037,-1.3842038476634395,0,0,-1.202864458817109,-1.2259232205063395,-1.2883658190364589,1.41,33,2,1.63,2,10,79.76,0.48,1.34,1.41,0.06060604224059325,12.0,0.6054489650039145,0.0,0,0,LOW
2026-02-20,0,0,0,0,-1.3752361784069254,0.8185771944754501,-1.43145038072699,0,-1.4314852649690435,-1.3196632898112937,-1.4445703477795946,0,0,-1.1965197684981135,-1.2422702256968563,-1.3005513959872546,1.27,27,0,1.05,3,9,79.91,0.4,1.3,1.27,0.0,12.0,0.5030813101394404,0.0,0,13,LOW
2026-02-21,0,0,0,0,-1.223028954004401,1.3684191387074907,-1.3064874491925518,0,-1.3177489496211134,-1.3196632898112937,-1.2031043473149738,0,0,-1.2489692084684774,-1.2402268500480418,-1.3401545210773411,1.79,31,1,1.4,3,13,78.67,0.41,1.17,1.79,0.03225805411030513,16.0,0.5238946429983844,0.0,0,8,LOW
2026-02-22,0,0,0,0,-1.4191421085230382,0.9560376805334602,-1.43145038072699,0,-1.1877645892234796,-1.4080533293164037,-1.3238373475472842,0,0,-1.2295121581568909,-1.2300099718039688,-1.263994665134867,1.12,28,0,1.8,2,11,79.13,0.46,1.42,1.12,0.0,13.0,0.5847209120731013,0.0,0,3,LOW
2026-02-23,0,0,0,0,-1.2903513801824407,0.8185771944754501,-1.3064874491925518,0,-1.2300095063527108,-1.4080533293164037,-1.3238373475472842,0,0,-1.2861913916732517,-1.2586172308873735,-1.25485548242177,1.56,27,1,1.67,2,11,77.79,0.32,1.45,1.56,0.03703702331962099,13.0,0.4130630678891095,0.0,0,18,LOW
2026-02-24,0,0,0,0,-1.223028954004401,1.5058796247655006,-1.43145038072699,0,-1.2072622432831246,-1.1428832108010734,-1.263470847431129,0,0,-1.2531990020144748,-1.2259232205063395,-1.260948270897168,1.79,32,0,1.74,5,12,78.57,0.48,1.43,1.79,0.0,17.0,0.6146752958541047,0.0,0,29,LOW
2026-02-25,0,0,0,0,-1.343038496321776,0.9560376805334602,-1.3064874491925518,0,-1.3047505135813504,-1.1428832108010734,-1.2031043473149738,0,0,-1.338217852289016,-1.283137738673149,-1.3066441844626524,1.38,28,1,1.44,5,13,76.56,0.2,1.28,1.38,0.03571427295918823,18.0,0.26191719985369305,0.0,0,29,LOW
2026-02-26,0,0,0,0,-1.2874243181746998,0.8185771944754501,-1.43145038072699,0,-1.3242481676409954,-1.4080533293164037,-1.4445703477795946,0,0,-1.344562542608012,-1.277007611726705,-1.257901876659469,1.57,27,0,1.38,2,9,76.41,0.23,1.44,1.57,0.0,11.0,0.3019164738886225,0.0,0,0,LOW
2026-02-27,0,0,0,0,-1.4191421085230382,0.5436562223594298,-1.43145038072699,0,-1.1780157621936571,-1.1428832108010734,-1.3238373475472842,0,0,-1.350061274217808,-1.2688341091314466,-1.3614792807412337,1.12,25,0,1.83,5,11,76.28,0.27,1.1,1.12,0.0,16.0,0.3552163721594037,0.0,0,8,LOW
2026-02-28,0,0,0,0,-1.3635279303759622,0.5436562223594298,-1.3064874491925518,0,-1.3502450397205221,-1.1428832108010734,-1.3238373475472842,0,0,-1.2087861697815048,-1.2259232205063395,-1.4193607712575143,1.31,25,1,1.3,5,11,79.62,0.48,0.91,1.31,0.0399999840000064,16.0,0.606520014339144,0.0,0,16,LOW
2026-03-01,0,0,0,0,-1.3635279303759622,0.9560376805334602,-1.3064874491925518,0,-1.3047505135813504,-1.3196632898112937,-1.3238373475472842,0,0,-1.1779086768957263,-1.2361400987504125,-1.3249225498888464,1.31,28,1,1.44,3,11,80.35,0.43,1.22,1.31,0.03571427295918823,14.0,0.5380379707159697,0.0,0,21,LOW
2026-03-02,0,0,0,0,-1.448412728600447,0.8185771944754501,-1.1815245176581135,0,-1.2755040324918825,-1.3196632898112937,-1.3238373475472842,0,0,-1.3187608019774297,-1.2484003526433003,-1.3492937037904382,1.02,27,2,1.53,3,11,77.02,0.37,1.14,1.02,0.07407404663924198,14.0,0.4827135704222348,0.0,0,3,LOW
2026-03-03,0,0,0,0,-1.2405913260508463,1.5058796247655006,-1.43145038072699,0,-1.4314852649690435,-1.1428832108010734,-1.4445703477795946,0,0,-1.254044960723674,-1.2484003526433003,-1.4071751943067183,1.73,32,0,1.05,5,9,78.55,0.37,0.95,1.73,0.0,14.0,0.4732667596230801,0.0,0,5,LOW
2026-03-04,0,0,0,0,-1.366454992383703,1.3684191387074907,-1.3064874491925518,0,-1.1780157621936571,-1.1428832108010734,-1.3842038476634395,0,0,-1.350484253572408,-1.277007611726705,-1.2822730305610606,1.3,31,1,1.83,5,10,76.27,0.23,1.36,1.3,0.03225805411030513,15.0,0.3024723431782821,0.0,0,0,LOW
2026-03-05,0,0,0,0,-1.343038496321776,0.68111670841744,-1.1815245176581135,0,-1.4347348739789842,-1.3196632898112937,-1.2031043473149738,0,0,-1.2142849013913015,-1.299484743863666,-1.2487626939463723,1.38,26,2,1.04,3,13,79.49,0.12,1.47,1.38,0.07692304733728948,16.0,0.1511906071323413,0.0,0,0,LOW
2026-03-06,0,0,0,0,-1.448412728600447,1.5058796247655006,-1.1815245176581135,0,-1.411987610909398,-1.3196632898112937,-1.4445703477795946,0,0,-1.3416016871258136,-1.2340967231015978,-1.3096905787003514,1.02,32,2,1.11,3,9,76.48,0.44,1.27,1.02,0.0624999804687561,12.0,0.578642743471496,0.0,0,18,LOW
2026-03-07,0,0,0,0,-1.2318101400276236,1.0934981665914703,-1.43145038072699,0,-1.2592559874421783,-1.4080533293164037,-1.4445703477795946,0,0,-1.2861913916732517,-1.283137738673149,-1.3553864922658359,1.76,29,0,1.58,2,9,77.79,0.2,1.12,1.76,0.0,11.0,0.25776514270329387,0.0,0,24,LOW
2026-03-08,0,0,1,1,0.3253868480905124,0.13127476418539943,0.3180306607551453,1,0.28430829227972493,0.09457734227046782,0.12495865524044135,1,0,0.2644509222892845,0.0818371947350259,0.4176149540749632,7.08,22,14,6.33,19,35,114.45,6.88,6.94,24.78,0.6363633471075695,59.0,6.395834675482506,0.5714285714285714,4,53,MEDIUM
2026-03-09,0,0,0,1,0.1848878717189511,0.13127476418539943,0.06810479768626883,1,0.12832705980256406,0.006187302765357732,0.48715765593737276,1,0,0.229766615212108,0.17787585022931363,0.31403754999319805,6.6,22,12,5.85,18,41,113.63,7.35,6.6,13.2,0.5454542975207739,64.0,6.915693741466527,1.0,7,54,MEDIUM
2026-03-10,0,0,1,1,0.34880334415243924,-0.00618572187261069,0.06810479768626883,1,0.15432393188209087,0.271357421280688,0.48715765593737276,1,0,0.05126932757103051,0.13700833725302108,0.13430028996895904,7.16,21,12,5.93,21,41,109.41,7.15,6.01,25.060000000000002,0.5714282993198575,67.0,6.9919805405847315,1.5714285714285714,11,53,MEDIUM
2026-03-11,0,0,1,1,0.3429492201369574,-0.14364620793062083,0.3180306607551453,1,0.2778090742598431,0.3597474607857981,0.4267911558212175,1,0,0.2441479132684983,0.14926859114590882,0.2652952421900148,7.14,20,14,6.31,22,40,113.97,7.21,6.44,24.99,0.699999650000175,67.0,6.753465084913349,2.142857142857143,15,52,MEDIUM
2026-03-12,0,0,1,1,0.29026210399762203,-0.41856718004664106,0.19306772922070706,1,0.30055633732942916,0.09457734227046782,0.48715765593737276,1,0,0.24330195455929904,0.1247480833601332,0.22873851133762718,6.96,18,13,6.38,19,41,113.95,7.09,6.32,24.36,0.7222218209878772,65.0,6.634848714687562,2.7142857142857144,19,53,MEDIUM
2026-03-13,0,0,0,1,0.3751469022221069,-0.14364620793062083,0.06810479768626883,1,0.17382158594173613,0.271357421280688,0.48715765593737276,1,0,0.1785861133055434,0.14109508855065028,0.23483129981302497,7.25,20,12,5.99,21,41,112.42,7.17,6.34,14.5,0.59999970000015,67.0,6.81235089668875,3.142857142857143,22,56,MEDIUM
2026-03-14,0,0,1,1,0.38978221226081117,-0.41856718004664106,0.3180306607551453,1,0.3233036003990152,0.18296738177557792,0.3664246557050623,1,0,0.12021496237078362,0.18400597717575756,0.3445014923701879,7.3,18,14,6.45,20,39,111.04,7.38,6.7,25.55,0.7777773456792524,64.0,7.119428215374472,3.7142857142857144,26,54,MEDIUM
2026-03-15,0,0,0,1,0.22586673982732328,-0.00618572187261069,0.19306772922070706,1,0.27130985623996157,0.271357421280688,0.4267911558212175,1,0,0.13713413655477166,0.11861795641368925,0.20436735743603543,6.74,21,13,6.29,21,40,111.44,7.06,6.24,13.48,0.619047324263179,66.0,6.763747196421997,3.5714285714285716,29,56,MEDIUM
2026-03-16,0,0,0,1,0.2405020498660275,0.13127476418539943,0.3180306607551453,1,0.12507745079262328,0.18296738177557792,0.30605815558890703,1,0,0.13671115720017232,0.053229935651621096,0.33231591541939204,6.79,22,14,5.84,20,38,111.43,6.74,6.66,13.58,0.6363633471075695,63.0,6.438054595658171,3.5714285714285716,32,47,MEDIUM
2026-03-17,0,0,1,1,0.25806442191247253,-0.41856718004664106,0.3180306607551453,1,0.1900696309914403,0.09457734227046782,0.24569165547275182,1,0,0.1489775584835636,0.0675335651933234,0.2013209631983365,6.85,18,14,6.04,19,37,111.72,6.81,6.23,23.974999999999998,0.7777773456792524,61.0,6.491277619742863,3.5714285714285716,36,54,MEDIUM
2026-03-18,0,0,0,1,0.21123142978861903,-0.14364620793062083,0.06810479768626883,1,0.28430829227972493,0.3597474607857981,0.3664246557050623,1,0,0.2213070281201143,0.06140343824687964,0.3109911557554992,6.69,20,12,6.33,22,39,113.43,6.78,6.59,13.38,0.59999970000015,66.0,6.357242723183992,3.4285714285714284,39,52,MEDIUM
2026-03-19,0,0,1,1,0.2229396778195825,-0.41856718004664106,0.3180306607551453,1,0.10882940574291909,0.18296738177557792,0.12495865524044135,1,0,0.07960894432921115,0.006232295728884445,0.2927127903293055,6.73,18,14,5.79,20,35,110.08,6.51,6.53,23.555,0.7777773456792524,60.0,6.285603332470472,3.4285714285714284,43,52,MEDIUM
